name,m_f,approx_percentage,num_in_us,rank,source_census,source_web
DON,m,0.145,"211,549",135,1990,http://names.mongabay.com/male_names_alpha.htm
DONALD,m,0.931,"1,358,293",15,1990,http://names.mongabay.com/male_names_alpha.htm
DONG,m,0.004,"5,836",1065,1990,http://names.mongabay.com/male_names_alpha.htm
DONN,m,0.006,"8,754",933,1990,http://names.mongabay.com/male_names_alpha.htm
DONNELL,m,0.01,"14,590",681,1990,http://names.mongabay.com/male_names_alpha.htm
DONNIE,m,0.041,"59,817",315,1990,http://names.mongabay.com/male_names_alpha.htm
DONNY,m,0.009,"13,131",709,1990,http://names.mongabay.com/male_names_alpha.htm
DONOVAN,m,0.01,"14,590",667,1990,http://names.mongabay.com/male_names_alpha.htm
DONTE,m,0.005,"7,295",1033,1990,http://names.mongabay.com/male_names_alpha.htm
DORIAN,m,0.006,"8,754",870,1990,http://names.mongabay.com/male_names_alpha.htm
DORSEY,m,0.004,"5,836",1216,1990,http://names.mongabay.com/male_names_alpha.htm
DOUG,m,0.04,"58,358",323,1990,http://names.mongabay.com/male_names_alpha.htm
DOUGLAS,m,0.367,"535,439",45,1990,http://names.mongabay.com/male_names_alpha.htm
DOUGLASS,m,0.004,"5,836",1115,1990,http://names.mongabay.com/male_names_alpha.htm
DOYLE,m,0.022,"32,097",446,1990,http://names.mongabay.com/male_names_alpha.htm
DREW,m,0.024,"35,015",431,1990,http://names.mongabay.com/male_names_alpha.htm
DUANE,m,0.077,"112,340",215,1990,http://names.mongabay.com/male_names_alpha.htm
DUDLEY,m,0.009,"13,131",700,1990,http://names.mongabay.com/male_names_alpha.htm
DUNCAN,m,0.007,"10,213",803,1990,http://names.mongabay.com/male_names_alpha.htm
DUSTIN,m,0.103,"150,273",176,1990,http://names.mongabay.com/male_names_alpha.htm
DUSTY,m,0.007,"10,213",832,1990,http://names.mongabay.com/male_names_alpha.htm
DWAIN,m,0.005,"7,295",1032,1990,http://names.mongabay.com/male_names_alpha.htm
DWAYNE,m,0.059,"86,079",256,1990,http://names.mongabay.com/male_names_alpha.htm
DWIGHT,m,0.058,"84,620",257,1990,http://names.mongabay.com/male_names_alpha.htm
DYLAN,m,0.016,"23,343",546,1990,http://names.mongabay.com/male_names_alpha.htm
EARL,m,0.193,"281,580",98,1990,http://names.mongabay.com/male_names_alpha.htm
EARLE,m,0.006,"8,754",853,1990,http://names.mongabay.com/male_names_alpha.htm
EARNEST,m,0.031,"45,228",380,1990,http://names.mongabay.com/male_names_alpha.htm
ED,m,0.032,"46,687",373,1990,http://names.mongabay.com/male_names_alpha.htm
EDDIE,m,0.144,"210,090",136,1990,http://names.mongabay.com/male_names_alpha.htm
EDDY,m,0.01,"14,590",676,1990,http://names.mongabay.com/male_names_alpha.htm
EDGAR,m,0.08,"116,717",209,1990,http://names.mongabay.com/male_names_alpha.htm
EDGARDO,m,0.006,"8,754",928,1990,http://names.mongabay.com/male_names_alpha.htm
EDISON,m,0.004,"5,836",1083,1990,http://names.mongabay.com/male_names_alpha.htm
EDMOND,m,0.019,"27,720",500,1990,http://names.mongabay.com/male_names_alpha.htm
EDMUND,m,0.03,"43,769",387,1990,http://names.mongabay.com/male_names_alpha.htm
EDMUNDO,m,0.004,"5,836",1198,1990,http://names.mongabay.com/male_names_alpha.htm
EDUARDO,m,0.047,"68,571",296,1990,http://names.mongabay.com/male_names_alpha.htm
EDWARD,m,0.779,"1,136,531",19,1990,http://names.mongabay.com/male_names_alpha.htm
EDWARDO,m,0.008,"11,672",769,1990,http://names.mongabay.com/male_names_alpha.htm
EDWIN,m,0.148,"215,926",134,1990,http://names.mongabay.com/male_names_alpha.htm
EFRAIN,m,0.017,"24,802",521,1990,http://names.mongabay.com/male_names_alpha.htm
EFREN,m,0.006,"8,754",887,1990,http://names.mongabay.com/male_names_alpha.htm
ELBERT,m,0.022,"32,097",454,1990,http://names.mongabay.com/male_names_alpha.htm
ELDEN,m,0.004,"5,836",1215,1990,http://names.mongabay.com/male_names_alpha.htm
ELDON,m,0.017,"24,802",529,1990,http://names.mongabay.com/male_names_alpha.htm
ELDRIDGE,m,0.004,"5,836",1152,1990,http://names.mongabay.com/male_names_alpha.htm
ELI,m,0.016,"23,343",534,1990,http://names.mongabay.com/male_names_alpha.htm
ELIAS,m,0.022,"32,097",452,1990,http://names.mongabay.com/male_names_alpha.htm
ELIJAH,m,0.019,"27,720",491,1990,http://names.mongabay.com/male_names_alpha.htm
ELISEO,m,0.006,"8,754",884,1990,http://names.mongabay.com/male_names_alpha.htm
ELISHA,m,0.004,"5,836",1204,1990,http://names.mongabay.com/male_names_alpha.htm
ELLIOT,m,0.014,"20,425",582,1990,http://names.mongabay.com/male_names_alpha.htm
ELLIOTT,m,0.014,"20,425",572,1990,http://names.mongabay.com/male_names_alpha.htm
ELLIS,m,0.024,"35,015",423,1990,http://names.mongabay.com/male_names_alpha.htm
ELLSWORTH,m,0.004,"5,836",1118,1990,http://names.mongabay.com/male_names_alpha.htm
ELMER,m,0.074,"107,963",218,1990,http://names.mongabay.com/male_names_alpha.htm
ELMO,m,0.006,"8,754",863,1990,http://names.mongabay.com/male_names_alpha.htm
ELOY,m,0.006,"8,754",869,1990,http://names.mongabay.com/male_names_alpha.htm
ELROY,m,0.004,"5,836",1078,1990,http://names.mongabay.com/male_names_alpha.htm
ELTON,m,0.016,"23,343",544,1990,http://names.mongabay.com/male_names_alpha.htm
ELVIN,m,0.013,"18,966",595,1990,http://names.mongabay.com/male_names_alpha.htm
ELVIS,m,0.01,"14,590",663,1990,http://names.mongabay.com/male_names_alpha.htm
ELWOOD,m,0.013,"18,966",604,1990,http://names.mongabay.com/male_names_alpha.htm
EMANUEL,m,0.019,"27,720",498,1990,http://names.mongabay.com/male_names_alpha.htm
EMERSON,m,0.008,"11,672",760,1990,http://names.mongabay.com/male_names_alpha.htm
EMERY,m,0.01,"14,590",686,1990,http://names.mongabay.com/male_names_alpha.htm
EMIL,m,0.019,"27,720",501,1990,http://names.mongabay.com/male_names_alpha.htm
EMILE,m,0.006,"8,754",862,1990,http://names.mongabay.com/male_names_alpha.htm
EMILIO,m,0.019,"27,720",490,1990,http://names.mongabay.com/male_names_alpha.htm
EMMANUEL,m,0.018,"26,261",512,1990,http://names.mongabay.com/male_names_alpha.htm
EMMETT,m,0.019,"27,720",496,1990,http://names.mongabay.com/male_names_alpha.htm
EMMITT,m,0.004,"5,836",1056,1990,http://names.mongabay.com/male_names_alpha.htm
EMORY,m,0.008,"11,672",743,1990,http://names.mongabay.com/male_names_alpha.htm
ENOCH,m,0.005,"7,295",1007,1990,http://names.mongabay.com/male_names_alpha.htm
ENRIQUE,m,0.046,"67,112",298,1990,http://names.mongabay.com/male_names_alpha.htm
ERASMO,m,0.004,"5,836",1101,1990,http://names.mongabay.com/male_names_alpha.htm
ERIC,m,0.544,"793,675",33,1990,http://names.mongabay.com/male_names_alpha.htm
ERICH,m,0.007,"10,213",808,1990,http://names.mongabay.com/male_names_alpha.htm
ERICK,m,0.023,"33,556",443,1990,http://names.mongabay.com/male_names_alpha.htm
ERIK,m,0.068,"99,209",231,1990,http://names.mongabay.com/male_names_alpha.htm
ERIN,m,0.007,"10,213",802,1990,http://names.mongabay.com/male_names_alpha.htm
ERNEST,m,0.215,"313,677",86,1990,http://names.mongabay.com/male_names_alpha.htm
ERNESTO,m,0.037,"53,982",335,1990,http://names.mongabay.com/male_names_alpha.htm
ERNIE,m,0.015,"21,884",560,1990,http://names.mongabay.com/male_names_alpha.htm
ERROL,m,0.008,"11,672",764,1990,http://names.mongabay.com/male_names_alpha.htm
ERVIN,m,0.023,"33,556",433,1990,http://names.mongabay.com/male_names_alpha.htm
ERWIN,m,0.015,"21,884",555,1990,http://names.mongabay.com/male_names_alpha.htm
ESTEBAN,m,0.013,"18,966",590,1990,http://names.mongabay.com/male_names_alpha.htm
ETHAN,m,0.017,"24,802",528,1990,http://names.mongabay.com/male_names_alpha.htm
EUGENE,m,0.23,"335,561",80,1990,http://names.mongabay.com/male_names_alpha.htm
EUGENIO,m,0.007,"10,213",838,1990,http://names.mongabay.com/male_names_alpha.htm
EUSEBIO,m,0.004,"5,836",1064,1990,http://names.mongabay.com/male_names_alpha.htm
EVAN,m,0.042,"61,276",312,1990,http://names.mongabay.com/male_names_alpha.htm
EVERETT,m,0.057,"83,161",261,1990,http://names.mongabay.com/male_names_alpha.htm
EVERETTE,m,0.006,"8,754",866,1990,http://names.mongabay.com/male_names_alpha.htm
EZEKIEL,m,0.004,"5,836",1075,1990,http://names.mongabay.com/male_names_alpha.htm
EZEQUIEL,m,0.004,"5,836",1100,1990,http://names.mongabay.com/male_names_alpha.htm
EZRA,m,0.007,"10,213",847,1990,http://names.mongabay.com/male_names_alpha.htm
FABIAN,m,0.012,"17,508",630,1990,http://names.mongabay.com/male_names_alpha.htm
FAUSTINO,m,0.006,"8,754",924,1990,http://names.mongabay.com/male_names_alpha.htm
FAUSTO,m,0.004,"5,836",1132,1990,http://names.mongabay.com/male_names_alpha.htm
FEDERICO,m,0.01,"14,590",678,1990,http://names.mongabay.com/male_names_alpha.htm
FELIPE,m,0.032,"46,687",370,1990,http://names.mongabay.com/male_names_alpha.htm
FELIX,m,0.058,"84,620",259,1990,http://names.mongabay.com/male_names_alpha.htm
FELTON,m,0.004,"5,836",1099,1990,http://names.mongabay.com/male_names_alpha.htm
FERDINAND,m,0.007,"10,213",845,1990,http://names.mongabay.com/male_names_alpha.htm
FERMIN,m,0.005,"7,295",1038,1990,http://names.mongabay.com/male_names_alpha.htm
FERNANDO,m,0.065,"94,832",238,1990,http://names.mongabay.com/male_names_alpha.htm
FIDEL,m,0.012,"17,508",610,1990,http://names.mongabay.com/male_names_alpha.htm
FILIBERTO,m,0.004,"5,836",1143,1990,http://names.mongabay.com/male_names_alpha.htm
FLETCHER,m,0.008,"11,672",762,1990,http://names.mongabay.com/male_names_alpha.htm
FLORENCIO,m,0.005,"7,295",1011,1990,http://names.mongabay.com/male_names_alpha.htm
FLORENTINO,m,0.004,"5,836",1077,1990,http://names.mongabay.com/male_names_alpha.htm
FLOYD,m,0.107,"156,109",167,1990,http://names.mongabay.com/male_names_alpha.htm
FOREST,m,0.007,"10,213",817,1990,http://names.mongabay.com/male_names_alpha.htm
FORREST,m,0.027,"39,392",401,1990,http://names.mongabay.com/male_names_alpha.htm
FOSTER,m,0.006,"8,754",923,1990,http://names.mongabay.com/male_names_alpha.htm
FRANCES,m,0.005,"7,295",962,1990,http://names.mongabay.com/male_names_alpha.htm
FRANCESCO,m,0.004,"5,836",1138,1990,http://names.mongabay.com/male_names_alpha.htm
FRANCIS,m,0.16,"233,434",127,1990,http://names.mongabay.com/male_names_alpha.htm
FRANCISCO,m,0.124,"180,911",145,1990,http://names.mongabay.com/male_names_alpha.htm
FRANK,m,0.581,"847,656",31,1990,http://names.mongabay.com/male_names_alpha.htm
FRANKIE,m,0.023,"33,556",444,1990,http://names.mongabay.com/male_names_alpha.htm
FRANKLIN,m,0.077,"112,340",216,1990,http://names.mongabay.com/male_names_alpha.htm
FRANKLYN,m,0.004,"5,836",1197,1990,http://names.mongabay.com/male_names_alpha.htm
FRED,m,0.251,"366,199",71,1990,http://names.mongabay.com/male_names_alpha.htm
FREDDIE,m,0.046,"67,112",299,1990,http://names.mongabay.com/male_names_alpha.htm
FREDDY,m,0.016,"23,343",533,1990,http://names.mongabay.com/male_names_alpha.htm
FREDERIC,m,0.009,"13,131",720,1990,http://names.mongabay.com/male_names_alpha.htm
FREDERICK,m,0.154,"224,680",131,1990,http://names.mongabay.com/male_names_alpha.htm
FREDRIC,m,0.005,"7,295",992,1990,http://names.mongabay.com/male_names_alpha.htm
FREDRICK,m,0.043,"62,735",303,1990,http://names.mongabay.com/male_names_alpha.htm
FREEMAN,m,0.007,"10,213",801,1990,http://names.mongabay.com/male_names_alpha.htm
FRITZ,m,0.006,"8,754",905,1990,http://names.mongabay.com/male_names_alpha.htm
GABRIEL,m,0.073,"106,504",220,1990,http://names.mongabay.com/male_names_alpha.htm
GAIL,m,0.006,"8,754",868,1990,http://names.mongabay.com/male_names_alpha.htm
GALE,m,0.008,"11,672",784,1990,http://names.mongabay.com/male_names_alpha.htm
GALEN,m,0.009,"13,131",714,1990,http://names.mongabay.com/male_names_alpha.htm
GARFIELD,m,0.005,"7,295",1049,1990,http://names.mongabay.com/male_names_alpha.htm
GARLAND,m,0.017,"24,802",518,1990,http://names.mongabay.com/male_names_alpha.htm
GARRET,m,0.004,"5,836",1131,1990,http://names.mongabay.com/male_names_alpha.htm
GARRETT,m,0.029,"42,310",388,1990,http://names.mongabay.com/male_names_alpha.htm
GARRY,m,0.032,"46,687",367,1990,http://names.mongabay.com/male_names_alpha.htm
GARTH,m,0.007,"10,213",795,1990,http://names.mongabay.com/male_names_alpha.htm
GARY,m,0.65,"948,325",26,1990,http://names.mongabay.com/male_names_alpha.htm
GASTON,m,0.004,"5,836",1142,1990,http://names.mongabay.com/male_names_alpha.htm
GAVIN,m,0.01,"14,590",685,1990,http://names.mongabay.com/male_names_alpha.htm
GAYLE,m,0.004,"5,836",1130,1990,http://names.mongabay.com/male_names_alpha.htm
GAYLORD,m,0.004,"5,836",1141,1990,http://names.mongabay.com/male_names_alpha.htm
GENARO,m,0.008,"11,672",783,1990,http://names.mongabay.com/male_names_alpha.htm
GENE,m,0.087,"126,930",200,1990,http://names.mongabay.com/male_names_alpha.htm
GEOFFREY,m,0.032,"46,687",368,1990,http://names.mongabay.com/male_names_alpha.htm
GEORGE,m,0.927,"1,352,457",16,1990,http://names.mongabay.com/male_names_alpha.htm
GERALD,m,0.309,"450,819",58,1990,http://names.mongabay.com/male_names_alpha.htm
GERALDO,m,0.005,"7,295",1024,1990,http://names.mongabay.com/male_names_alpha.htm
GERARD,m,0.04,"58,358",322,1990,http://names.mongabay.com/male_names_alpha.htm
GERARDO,m,0.032,"46,687",372,1990,http://names.mongabay.com/male_names_alpha.htm
GERMAN,m,0.008,"11,672",756,1990,http://names.mongabay.com/male_names_alpha.htm
GERRY,m,0.011,"16,049",649,1990,http://names.mongabay.com/male_names_alpha.htm
GIL,m,0.006,"8,754",883,1990,http://names.mongabay.com/male_names_alpha.htm
GILBERT,m,0.089,"129,848",199,1990,http://names.mongabay.com/male_names_alpha.htm
GILBERTO,m,0.024,"35,015",425,1990,http://names.mongabay.com/male_names_alpha.htm
GINO,m,0.006,"8,754",927,1990,http://names.mongabay.com/male_names_alpha.htm
GIOVANNI,m,0.007,"10,213",794,1990,http://names.mongabay.com/male_names_alpha.htm
GIUSEPPE,m,0.005,"7,295",1016,1990,http://names.mongabay.com/male_names_alpha.htm
GLEN,m,0.094,"137,142",188,1990,http://names.mongabay.com/male_names_alpha.htm
GLENN,m,0.167,"243,647",117,1990,http://names.mongabay.com/male_names_alpha.htm
GONZALO,m,0.011,"16,049",646,1990,http://names.mongabay.com/male_names_alpha.htm
GORDON,m,0.104,"151,732",172,1990,http://names.mongabay.com/male_names_alpha.htm
GRADY,m,0.021,"30,638",459,1990,http://names.mongabay.com/male_names_alpha.htm
GRAHAM,m,0.012,"17,508",633,1990,http://names.mongabay.com/male_names_alpha.htm
GRAIG,m,0.004,"5,836",1196,1990,http://names.mongabay.com/male_names_alpha.htm
GRANT,m,0.036,"52,523",343,1990,http://names.mongabay.com/male_names_alpha.htm
GRANVILLE,m,0.004,"5,836",1146,1990,http://names.mongabay.com/male_names_alpha.htm
GREG,m,0.104,"151,732",174,1990,http://names.mongabay.com/male_names_alpha.htm
GREGG,m,0.029,"42,310",392,1990,http://names.mongabay.com/male_names_alpha.htm
GREGORIO,m,0.014,"20,425",585,1990,http://names.mongabay.com/male_names_alpha.htm
GREGORY,m,0.441,"643,402",37,1990,http://names.mongabay.com/male_names_alpha.htm
GROVER,m,0.016,"23,343",543,1990,http://names.mongabay.com/male_names_alpha.htm
GUADALUPE,m,0.026,"37,933",405,1990,http://names.mongabay.com/male_names_alpha.htm
GUILLERMO,m,0.031,"45,228",379,1990,http://names.mongabay.com/male_names_alpha.htm
GUS,m,0.011,"16,049",637,1990,http://names.mongabay.com/male_names_alpha.htm
GUSTAVO,m,0.025,"36,474",418,1990,http://names.mongabay.com/male_names_alpha.htm
GUY,m,0.06,"87,538",252,1990,http://names.mongabay.com/male_names_alpha.htm
HAI,m,0.004,"5,836",1214,1990,http://names.mongabay.com/male_names_alpha.htm
HAL,m,0.013,"18,966",601,1990,http://names.mongabay.com/male_names_alpha.htm
HANK,m,0.005,"7,295",983,1990,http://names.mongabay.com/male_names_alpha.htm
HANS,m,0.015,"21,884",557,1990,http://names.mongabay.com/male_names_alpha.htm
HARLAN,m,0.014,"20,425",580,1990,http://names.mongabay.com/male_names_alpha.htm
HARLAND,m,0.004,"5,836",1180,1990,http://names.mongabay.com/male_names_alpha.htm
HARLEY,m,0.017,"24,802",526,1990,http://names.mongabay.com/male_names_alpha.htm
HAROLD,m,0.371,"541,275",44,1990,http://names.mongabay.com/male_names_alpha.htm
HARRIS,m,0.009,"13,131",730,1990,http://names.mongabay.com/male_names_alpha.htm
HARRISON,m,0.014,"20,425",568,1990,http://names.mongabay.com/male_names_alpha.htm
HARRY,m,0.251,"366,199",70,1990,http://names.mongabay.com/male_names_alpha.htm
HARVEY,m,0.072,"105,045",225,1990,http://names.mongabay.com/male_names_alpha.htm
HASSAN,m,0.005,"7,295",1015,1990,http://names.mongabay.com/male_names_alpha.htm
HAYDEN,m,0.004,"5,836",1179,1990,http://names.mongabay.com/male_names_alpha.htm
HAYWOOD,m,0.004,"5,836",1074,1990,http://names.mongabay.com/male_names_alpha.htm
HEATH,m,0.017,"24,802",524,1990,http://names.mongabay.com/male_names_alpha.htm
HECTOR,m,0.094,"137,142",189,1990,http://names.mongabay.com/male_names_alpha.htm
HENRY,m,0.365,"532,521",46,1990,http://names.mongabay.com/male_names_alpha.htm
HERB,m,0.004,"5,836",1109,1990,http://names.mongabay.com/male_names_alpha.htm
HERBERT,m,0.155,"226,139",130,1990,http://names.mongabay.com/male_names_alpha.htm
HERIBERTO,m,0.01,"14,590",680,1990,http://names.mongabay.com/male_names_alpha.htm
HERMAN,m,0.097,"141,519",183,1990,http://names.mongabay.com/male_names_alpha.htm
HERSCHEL,m,0.007,"10,213",792,1990,http://names.mongabay.com/male_names_alpha.htm
HERSHEL,m,0.006,"8,754",876,1990,http://names.mongabay.com/male_names_alpha.htm
HILARIO,m,0.005,"7,295",950,1990,http://names.mongabay.com/male_names_alpha.htm
HILTON,m,0.005,"7,295",1031,1990,http://names.mongabay.com/male_names_alpha.htm
HIPOLITO,m,0.005,"7,295",1037,1990,http://names.mongabay.com/male_names_alpha.htm
HIRAM,m,0.01,"14,590",666,1990,http://names.mongabay.com/male_names_alpha.htm
HOBERT,m,0.004,"5,836",1187,1990,http://names.mongabay.com/male_names_alpha.htm
HOLLIS,m,0.009,"13,131",707,1990,http://names.mongabay.com/male_names_alpha.htm
HOMER,m,0.04,"58,358",321,1990,http://names.mongabay.com/male_names_alpha.htm
HONG,m,0.004,"5,836",1126,1990,http://names.mongabay.com/male_names_alpha.htm
HORACE,m,0.036,"52,523",344,1990,http://names.mongabay.com/male_names_alpha.htm
HORACIO,m,0.005,"7,295",972,1990,http://names.mongabay.com/male_names_alpha.htm
HOSEA,m,0.004,"5,836",1163,1990,http://names.mongabay.com/male_names_alpha.htm
HOUSTON,m,0.008,"11,672",779,1990,http://names.mongabay.com/male_names_alpha.htm
HOWARD,m,0.23,"335,561",79,1990,http://names.mongabay.com/male_names_alpha.htm
HOYT,m,0.004,"5,836",1073,1990,http://names.mongabay.com/male_names_alpha.htm
HUBERT,m,0.039,"56,899",325,1990,http://names.mongabay.com/male_names_alpha.htm
HUEY,m,0.005,"7,295",1030,1990,http://names.mongabay.com/male_names_alpha.htm
HUGH,m,0.06,"87,538",254,1990,http://names.mongabay.com/male_names_alpha.htm
HUGO,m,0.023,"33,556",438,1990,http://names.mongabay.com/male_names_alpha.htm
HUMBERTO,m,0.018,"26,261",511,1990,http://names.mongabay.com/male_names_alpha.htm
HUNG,m,0.008,"11,672",789,1990,http://names.mongabay.com/male_names_alpha.htm
HUNTER,m,0.009,"13,131",735,1990,http://names.mongabay.com/male_names_alpha.htm
HYMAN,m,0.004,"5,836",1098,1990,http://names.mongabay.com/male_names_alpha.htm
IAN,m,0.056,"81,702",263,1990,http://names.mongabay.com/male_names_alpha.htm
IGNACIO,m,0.023,"33,556",439,1990,http://names.mongabay.com/male_names_alpha.htm
IKE,m,0.004,"5,836",1105,1990,http://names.mongabay.com/male_names_alpha.htm
IRA,m,0.035,"51,064",351,1990,http://names.mongabay.com/male_names_alpha.htm
IRVIN,m,0.02,"29,179",473,1990,http://names.mongabay.com/male_names_alpha.htm
IRVING,m,0.026,"37,933",407,1990,http://names.mongabay.com/male_names_alpha.htm
IRWIN,m,0.009,"13,131",723,1990,http://names.mongabay.com/male_names_alpha.htm
ISAAC,m,0.051,"74,407",277,1990,http://names.mongabay.com/male_names_alpha.htm
ISAIAH,m,0.011,"16,049",635,1990,http://names.mongabay.com/male_names_alpha.htm
ISAIAS,m,0.005,"7,295",1036,1990,http://names.mongabay.com/male_names_alpha.htm
ISIAH,m,0.006,"8,754",861,1990,http://names.mongabay.com/male_names_alpha.htm
ISIDRO,m,0.009,"13,131",715,1990,http://names.mongabay.com/male_names_alpha.htm
ISMAEL,m,0.024,"35,015",429,1990,http://names.mongabay.com/male_names_alpha.htm
ISRAEL,m,0.028,"40,851",399,1990,http://names.mongabay.com/male_names_alpha.htm
ISREAL,m,0.004,"5,836",1129,1990,http://names.mongabay.com/male_names_alpha.htm
ISSAC,m,0.01,"14,590",698,1990,http://names.mongabay.com/male_names_alpha.htm
